True,sitting,sitting_phone_talking,standing,standing_phone_talking,walking,walking_phone_talking
sitting,93.93939393939394,6.25,7.894736842105263,0.0,4.444444444444445,0.0
sitting_phone_talking,0.0,89.58333333333333,0.0,0.0,4.444444444444445,0.0
standing,0.0,0.0,60.526315789473685,14.285714285714286,17.77777777777778,4.545454545454546
standing_phone_talking,0.0,0.0,10.526315789473685,73.46938775510205,8.88888888888889,15.909090909090908
walking,3.0303030303030303,0.0,10.526315789473685,0.0,40.0,34.09090909090909
walking_phone_talking,3.0303030303030303,4.166666666666667,10.526315789473685,12.244897959183673,24.444444444444443,45.45454545454545
