True,sitting,sitting_phone_talking,standing,standing_phone_talking,walking_cart,walking_fast,walking_phone,walking_phone_talking,walking_slow,wandering,window_shopping
sitting,99.02186421173764,0.12172854534388314,0.6607929515418502,0.3674219228413962,0.0,0.0,0.0,0.0,0.0,3.1531531531531534,0.0
sitting_phone_talking,0.11507479861910241,83.81010346926354,14.757709251101321,1.7146356399265157,1.694915254237288,0.0,9.090909090909092,11.398963730569948,10.638297872340425,9.00900900900901,0.0
standing,0.17261219792865362,7.303712720632989,76.65198237885463,0.3061849357011635,0.0,0.0,5.454545454545454,3.626943005181347,8.51063829787234,3.1531531531531534,0.0
standing_phone_talking,0.34522439585730724,2.069385270846013,0.22026431718061673,95.16227801592161,8.474576271186441,8.0,1.8181818181818181,3.626943005181347,2.127659574468085,1.8018018018018018,0.0
walking_cart,0.05753739930955121,0.12172854534388314,0.0,0.1224739742804654,84.7457627118644,0.0,2.727272727272727,1.0362694300518134,1.0638297872340425,0.0,0.0
walking_fast,0.0,0.0,0.0,0.2449479485609308,0.0,92.0,0.0,0.0,0.0,0.0,0.0
walking_phone,0.0,1.0955569080949483,2.4229074889867843,0.0612369871402327,0.0,0.0,70.0,4.1450777202072535,3.1914893617021276,0.45045045045045046,0.0
walking_phone_talking,0.05753739930955121,2.0085209981740717,1.7621145374449338,1.1635027556644213,3.389830508474576,0.0,4.545454545454546,73.05699481865285,6.382978723404255,1.8018018018018018,0.0
walking_slow,0.05753739930955121,1.704199634814364,1.7621145374449338,0.4286589099816289,1.694915254237288,0.0,6.363636363636363,1.5544041450777202,61.702127659574465,3.1531531531531534,0.0
wandering,0.17261219792865362,1.7650639074863055,1.7621145374449338,0.4286589099816289,0.0,0.0,0.0,1.5544041450777202,6.382978723404255,77.47747747747748,0.0
window_shopping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
