True,sitting,sitting_phone_talking,standing,standing_phone_talking,walking,walking_phone_talking
sitting,71.42857142857143,23.076923076923077,0.0,0.0,18.181818181818183,4.761904761904762
sitting_phone_talking,19.047619047619047,76.92307692307692,0.0,0.0,0.0,0.0
standing,4.761904761904762,0.0,59.25925925925926,28.0,22.727272727272727,9.523809523809524
standing_phone_talking,0.0,0.0,3.7037037037037037,52.0,27.272727272727273,23.80952380952381
walking,4.761904761904762,0.0,22.22222222222222,4.0,13.636363636363637,23.80952380952381
walking_phone_talking,0.0,0.0,14.814814814814815,16.0,18.181818181818183,38.095238095238095
